15.79,50216,0.35,133748,0.7,12.91,81.42
4.85,53061,1.68,150605,8.01,17.74,67.14
16.4,51652,1.64,152783,4.76,31.44,109.75
2.41,54476,0.73,148705,7.82,10,41.51
10.61,50709,4.45,155132,11.56,44.75,114.99
14.77,53519,1.43,152624,4.88,33.07,109.74
15.45,53618,2.63,148915,6.63,43.76,121.68
11.71,55324,2.82,143959,7.06,34.34,106.94
7.06,51827,0.5,126469,1.18,35.48,94.4
18.14,51777,1.54,148096,4.76,39.59,120.8
3.54,50140,0.41,148160,0.95,6.06,40.43
12.43,55991,3.55,143121,8.05,41.8,115.54
5.9,54366,8.11,148470,20.09,37.52,92.68
8.08,55802,0.65,133077,3.27,14.3346,73.59
12.11,50259,1.88,141200,5.84,13.65,79.39
9.86,50088,4.42,145981,11.04,40.94,109.94
10.4,51746,5.48,146406,13.16,50,119.02
13.57,53398,0.46,150186,2.24,17.37,87.39
13.11,50365,8.04,156372,22,90.76,152.81
14.23,51322,6.24,150665,17.95,80.17,148.29
5.01,57950,7.69,155394,17.97,34.38,84.66
8.54,51488,7.82,143245,20.4,51.68,115.4
7.18,53248,2.68,144446,7.89,23,83.8
8.62,52828,0.71,136248,3.79,15.31,77.06
11.27,57647,1.4,144974,4.4,22.31,91.84
11.42,53612,0.49,149594,2.56,15.92,82.56
10.45,57751,0.28,133938,0.48,6.72,61.44
13.98,53107,5.15,138280,11.17,61.97,135.03
8.26,53461,8.78,148456,23.75,63.29,122.78
10.18,53179,2.12,142495,6.29,27.15,96.3
9.57,50660,0.95,147760,4.99,21.81,88.42
7.26,55467,8.97,148425,23.87,50.01,109.29
6.22,55523,6.75,139341,14.97,34.29,91.54
14.86,52206,1.08,145627,4.25,30.22,106.55
19.96,56494,3.52,138980,7.1,67.68,148.17
16.91,54763,2.47,148410,6.1,45.44,125.15
6.79,56093,11.09,146187,28.28,61.66,115.24
4.66,50114,0.77,146778,7.32,15.29,62.95
11.48,52501,4.51,147452,10.77,45.83,117.62
13.89,56468,3.29,140813,7.29,43.1,118.94
5.71,51248,8.36,141277,20.77,36.05,90.4
12.91,50630,1.38,148644,5.14,29.06,102.75
8.87,53491,7.51,149834,19.58,54.52,118.61
10.32,56130,1.01,136790,3.94,18.86,85.6
8.35,52866,2.45,137163,6.96,24.24,88.79
12.53,56065,4.49,145021,9.89,49.31,122.45
7.47,50725,5.92,140559,14.33,36.39,98.85
4.32,57084,0.94,143344,6.15,12.92,57.84
10.01,54998,2.12,148074,6.35,27.58,96.48
9.27,51591,2.26,141963,6.83,25.88,92.94
5.62,50612,0.65,126195,3.58,10.7,60.54
17.68,56447,3.94,138260,8,62.17,140.69
12.26,52515,1.61,148710,5.01,25.03,96.9
22.97,51941,3.76,147597,8.78,84.99,165.06
14.55,50898,4.04,147152,9.69,52.6,128.39
8.82,51135,9.38,149906,28.81,66.1,126.67
10.97,55281,7.52,142377,17.82,70.98,135.82
12.78,55898,6.75,139247,15.48,71.59,139.92
5.35,52056,7.23,142501,17.43,30.88,83.72
6.92,62944,0.33,143710,0.58,6.29,53.9
9.02,52443,1.6,140309,5.3,19.79,84.58
16.74,53486,1.37,136815,3.91,28.21,106.16
9.65,55307,4.76,149724,11.2,42.64,111
6.38,55928,3.98,146020,10.02,25.49,83.58
7.56,52705,8.56,134655,20.14,47.8,108.89
13.52,53994,8.85,137858,24.15,100.22,159.13
15.18,51567,4.16,139944,9.28,54.89,131.24
10.92,50857,7.82,137923,20.6,66.4,132.56
11.12,51867,1.16,144705,4.52,21.07,90.01
7.92,54462,7.26,144304,16.84,48.71,110.95
11.83,53182,6.04,146293,14.89,59.02,129.05
9.16,55593,0.14,146004,0.28,2,46.13
8.44,52798,8.5,149515,23.25,58.41,120.06
9.41,52323,4.32,142270,10.33,37.9,106.05
11.93,50434,3.2,149275,8.42,38.73,111.77
10.75,52792,8.69,141508,23.6,75.64,138.35
9.29,56051,1.05,139599,4.26,18.2,82.81
19.46,60294,1.78,145353,4.08,36.14,118.54
7.99,53096,10.83,137277,27.44,70.04,126.18
9.75,51836,9.19,133929,22.65,73.52,134.39
13.17,51621,0.7,138503,3.32,19.94,90.96
7.67,53862,6.48,147670,15.58,41.81,104.37
6.68,55836,11.48,140867,28.95,58.35,112.46
6.55,53288,0.61,130852,3.18,11.56,65.34
5.58,64925,0.15,134790,0.28,76.72,11.04
33.8,57100,4.44,145724,24,105.27,60.18
60.01353043,58641,9.01,133813,18.05,146.46,93.79
23.5976197,50537,1.81,144048,14.96,98.32,42.9
10.62551675,52553,0.34,125602,1.95,87.48,20.06
45.53049124,57522,5.13,140641,11.99,139.02,72.99
42.44210828,51794,8.52,135584,14.28,134.19,68.77
20.67928149,67664,1.45,146403,13.6,86.5,39.84
9.477222923,51240,0.37,122435,2.26,80.42,18.38
47.24855638,51146,7.58,138316,18.1,134.3,76.23
21.50211729,59365,0.78,138453,4.36,113.35,37.45
34.72828674,69782,5.21,145593,14.99,114.49,59.5
1.191191963,54978,0.04,123536,0.09,50.45,12.5
35.8002483,59997,4.81,137571,12.45,122.89,59.72
28.12435099,51956,2.12,145858,10.53,114.74,48.15
11.24952037,55838,0.04,141144,0.11,49.93,37.5
40.7938068,60094,3.89,136074,9,137.35,66.07
33.11644688,57930,2.46,146062,7.99,127.61,55
30.80499608,63383,1.88,143002,5.94,17.46,51.5
27.40412938,63831,2.17,139020,7.76,115.52,46.86
13.24544084,54916,0.6,132232,6.26,82.17,25.69
24.58655618,52474,1.73,149548,14.2,100.96,44.21
15.6647631,51704,0.41,148306,4.56,98.28,28.43
10.38063632,52424,0.34,125330,2.01,86.04,19.69
2.683848981,55565,0.08,135734,0.17,63.35,5.97
15.94612238,54256,0.42,130692,3.01,103.66,28.69
44.62510038,50099,8.37,136989,20.68,127.89,73.27
48.84754964,53629,7.31,144129,17.52,136.4,78.28
44.00402406,55944,5.37,137981,12.96,136.13,70.95
31.55464791,66271,3.81,136119,10.22,117.67,53.49
54.35033277,50369,8.22,135447,19.34,140.65,86.19
13.66025639,51380,0.46,145569,5.78,97.09,25.84
38.14932202,62857,7.05,144471,19.99,115.26,65.29
5.024415114,51151,0.23,148292,0.96,54.39,11.35
14.01671435,56256,0.46,138619,4.21,91.61,26.02
15.11508926,56336,0.44,134489,3.41,98.74,27.45
5.844519521,68337,0.14,141448,0.27,78.3,11.52
20.1334826,58658,0.46,145251,3.12,114.73,35.29
48.23392925,56035,7.65,149963,19.1,132.9,78.07
29.26704036,52769,1.41,138906,5.39,129.63,49.18
12.92062568,51966,0.39,142851,4.2,89.22,24.2
36.8670291,60596,4.61,138917,11.74,125.66,61.05
16.16487479,62042,0.53,148342,4.87,94.72,29.65
19.1931236,58677,0.48,144636,3.44,110.71,33.83
39.17982833,57340,6.62,141814,17.57,121.52,65.59
25.19460177,61537,1.7,145502,8.98,108.58,43.99
7.129327699,63776,0.14,145396,0.29,85.17,13.85
36.06537704,58374,2.19,145960,6.5,136.97,59.17
26.76677167,54772.81,2.25,143578,12.35,107.79,46.87
41.98864995,59621,3.67,133563,8.24,141.24,67.71
18.38441518,51342,0.87,143074,8.68,95.49,33.66
28.69784227,56616,3.03,148113,19.02,101.7,51.66
11.60414773,51967,0.31,122922,1.7,93.3,21.59
63.28454306,54091,6.36,132517,13.94,156.79,97.36
51.2885045,50298,6.71,143826,17.24,141.92,81.32
37.95460112,55170,6.88,137447,18.24,119.37,63.98
3.110610642,62237,0.2,136373,0.64,39.7,8.87
8.263854596,54102,0.39,146811,3.84,59.73,18.46
14.38538369,52481,0.34,149205,3.54,97.06,26.27
11.99962535,51768,0.31,122118,1.61,95.47,22.23
12.14205192,53533,0.5,143568,7.07,75.51,24.45
30.27445115,62767,0.99,143800,3.55,137.49,50.7
17.76927384,53090,0.62,144743,5.81,100.44,31.95
50.82621051,50715,6.49,131178,14.42,144.05,80.41
58.43335202,62594,10,144316,21.27,139.37,92.86
9.128547231,51133,0.37,138043,3.31,73.12,18.42
29.53991511,64656,1.99,144073,6.67,122.38,49.75
23.51561419,52372,1.31,146370,9.03,107.7,41.19
16.61313912,57597,0.53,140905,4.44,99.48,30
6.995941827,54581,0.28,132058,0.94,71.18,14.12
20.17398681,63946,1.09,145886,8.42,96.5,36.84
24.28454704,50804,1.27,146059,8.14,111.95,42.04
2.112217819,52104,0.11,140857,0.38,45.19,5.65
55.13673598,62967,3.76,144948,7.91,160.6,86.05
22.9128398,53609,0.99,139374,5.68,114.2,38.67
4.262548166,51936,0.18,149072,0.63,56.2,9.35
19.43901599,59130,0.36,143506,2.25,116.86,34.21
25.64617463,50227,1.21,147196,7.06,117.62,43.86
18.70868696,59796,1.17,136502,9.22,92.03,34.83
21.12856056,50108,0.78,146634,6.3,109.46,37.15
22.29881969,66539,1.92,137003,11.76,94.62,41.2
3.639843708,64158,0.12,146544,0.27,64.4,7.54
17.68813386,59522,0.67,149642,6.35,96.06,32.29
8.460716228,51659,0.24,127370,0.75,84.28,16.23
6.606726329,52491,0.19,139358,0.47,77.66,12.96
